Date;Type;Country;Injury
03-Apr-1960;Unprovoked;AUSTRALIA;Minor injuries to hand
01-Apr-1960;Provoked;AUSTRALIA;Hooked shark bit stern  PROVOKED INCIDENT
Apr-1960;Unprovoked;FIJI;FATAL, legs bitten 
Apr-1960;Provoked;PHILIPPINES;FATAL, due to drowning PROVOKED INCIDENT
Apr-1960;Boat;SOUTH AFRICA;Shark rammed boat & bit transom
31-Mar-1960;Unprovoked;USA;Ankle bitten, hand injured while striking shark
28-Mar-1960;Unprovoked;GUAM;Thigh bitten
29-Feb-1960;Unprovoked;AUSTRALIA;No injury, Robertson knocked over & Hasler brushed by a shark
27-Feb-1960;Unprovoked;NEW ZEALAND;No injury, leg bumped by shark's tail
27-Feb-1960;Invalid;USA;Left forearm lacerated
24-Feb-1960;Provoked;SENEGAL;Calf bitten by shark caught in net PROVOKED INCIDENT
19-Feb-1960;Unprovoked;PAPUA NEW GUINEA;FATAL, legs bitten 
10-Feb-1960;Provoked;AUSTRALIA;No injury to occupants. Hooked shark rammed boat  PROVOKED INCIDENT
07-Feb-1960;Provoked;AUSTRALIA;No injury, speared shark towed Gilles 200 yards & tore hole in diving suit, and hit Dowswell's back with its tail PROVOKED INCIDENT
03-Feb-1960;Invalid;USA;Of crew of 4, only 1 person survived (broken legs but no shark bites). Within 20 minutes of his rescue large sharks were in area. No remains of other 3 crew recovered, and shark involvement in their deaths is questionable. 
30-Jan-1960;Unprovoked;PAPUA NEW GUINEA;Lower left leg bitten, surgically amputated
21-Jan-1960;Boat;AUSTRALIA;No injury to occupants, shark lifted boat
16-Jan-1960;Unprovoked;AUSTRALIA;FATAL, right leg severed above knee, surgically amputated but died 9 days later 
13-Jan-1960;Provoked;AUSTRALIA;Upper leg bitten PROVOKED INCIDENT
07-Jan-1960;Boat;AUSTRALIA;No injury to occupant, shark rammed boat
01-Jan-1960;Provoked;SOUTH AFRICA;Left leg bitten by shark that escaped net  PROVOKED INCIDENT
1960;Unprovoked;NICARAGUA ;Survived
1960;Unprovoked;GRENADA;Toe bitten
Early summer 1960;Invalid;CARIBBEAN SEA;"Questionable. Recovered flight gear was ""completely shredded by sharks"" but pilot may have died when plane hit the water,"
Late 1960s;Unprovoked;SRI LANKA;No injury
1960s;Unprovoked;SRI LANKA;No injury, beat off shark with his collecting net
1960-1961;Unprovoked;FIJI;Right arm abraded, circular piece of tissue removed from left calf
1960;Unprovoked;PAPUA NEW GUINEA;FATAL, foot severed, hip bitten
1960;Unprovoked;PAPUA NEW GUINEA;Slight lacerations to leg
Ca. 1960;Unprovoked;MOZAMBIQUE;FATAL
Ca. 1960;Unprovoked;SOUTH AFRICA;Heel lacerated, hand lacerated & abraded
29-Dec-1959;Boat;AUSTRALIA;No injury to occupants
28-Dec-1959;Boat;AUSTRALIA;No injury to occupants
26-Dec-1959;Unprovoked;PAPUA NEW GUINEA;FATAL, right leg severed
19-Dec-1959;Unprovoked;AUSTRALIA;FATAL
19-Dec-1959;Sea Disaster;PHILIPPINES;65 people survived, 27 perished. Several people were bitten & one man lost his leg to a shark.
11-Dec-1959;Provoked;AUSTRALIA;Smith hit by tail of shark, Walker sustained cuts on his  wrist PROVOKED INCIDENT
07-Dec-1959;Invalid;AUSTRALIA;No injury, shark made threat display, one diver shot shark in jaw, then they killed shark with knives  
03-Dec-1959;Boat;NEW ZEALAND;No injury to occupant, shark sank dinghy
Dec-1959;Sea Disaster;MALDIVE ISLANDS;FATAL
29-Nov-1959;Unprovoked;AUSTRALIA;Thighs bitten, right hand lacerated
28-Nov-1959;Unprovoked;AUSTRALIA;Right foot lacerated
22-Nov-1959;Unprovoked;AUSTRALIA;Lower left leg bittten, hand abraded
16-Nov-1959;Invalid;USA;Body recovery efforts were hampered by large sharks but sharks did not cause the deaths. 
15-Nov-1959;Boat;SOUTH AFRICA;R. Roberts' leg was bruised when shark leapt into boat
Reported 12-Nov-1959;Provoked;AUSTRALIA;No injury to occupant, hull bitten PROVOKED INCIDENT
10-Nov-1959;Unprovoked;USA;Forearm bitten
09-Nov-1959;Provoked;AUSTRALIA;No injury. Diver shot shark, then shark tore legs of his rubber suit, water poured in & swept out to sea by strong rip current PROVOKED INCIDENT
01-Nov-1959;Provoked;PAPUA NEW GUINEA;Both hands bitten while helping companion land speared shark PROVOKED INCIDENT
07-Oct-1959;Unprovoked;MOZAMBIQUE;FATAL, died in Lourenco Marques Hospital
05-Oct-1959;Unprovoked;PAPUA NEW GUINEA;Thigh bitten
04-Oct-1959;Unprovoked;USA;Ankle twisted, swim fin bitten
02-Oct-1959;Unprovoked;FIJI;FATAL, body not recovered
Oct-1959;Unprovoked;FIJI;forearm abraded
30-Sep-1959;Unprovoked;PHILIPPINES;No details, survived
27-Sep-1959;Invalid;BERMUDA;Murdered, body scavenged by sharks
26-Sep-1959;Sea Disaster;USA;During the night both hands and feet were bitten, rescued next day after spending 17 hours in the sea.
26-Sep-1959;Boat;USA;
Between 10 and 12-Sep-1959;Boat;USA;No injury to occupant, shark struck stern of boat
Reported 10-Sep-1959;Unprovoked;INDIA;5 fatalities, 30 injured
02-Sep-1959;Invalid;USA;No injury
Sep-1959;Unprovoked;MEXICO;FATAL, leg severed, other leg lacerated 
Reported 31-Aug-1959;Boat;AZORES;"No injury to occupants; shark bit rudder"
30-Aug-1959;Invalid;AUSTRALIA;No injury
25-Aug-1959;Invalid;JAPAN;Survived (no injury?)
20-Aug-1959;Invalid;PHILIPPINES;"Navy personnel reported that his body was ""mutilated by sharks"" but it is probable that death resulted from drowning"
15-Aug-1959;Invalid;USA;No injury
15-Aug-1959;Unprovoked;USA;FATAL, disappeared, dive gear & clothing found with teethmarks, presumed taken by a shark  
14-Aug-1959;Provoked;USA;Laceration to forearm by boated shark PROVOKED INCIDENT
14-Aug-1959;Sea Disaster;PHILIPPINES;10 of the 15 people perished, bodies of some who drowned  were scavenged by sharks
13-Aug-1959;Provoked;USA;No injury, PROVOKED INCIDENT
12-Aug-1959;Provoked;CROATIA;Laceration to arm PROVOKED INCIDENT
11-Aug-1959;Unprovoked;JAPAN;FATAL, left thigh bitten
10-Aug-1959;Unprovoked;USA;"4"" cut on left foot "
05-Aug-1959;Invalid;USA;No injury, no attack, the 10' shark merely circled him.
21764;Invalid;ITALY;Probable drowing. Shark involvement unconfirmed
30-Jul-1959;Provoked;USA;No injury to occupants, shark charged boat after being shot twice with pistol and speared PROVOKED INCIDENT
28-Jul-1959;Unprovoked;USA;14 punctures on right thigh, swim trunks torn
25-Jul-1959;Unprovoked;JAPAN;FATAL, right thigh bitten  
25-Jul-1959;Boat;USA;No injury to occupant
23-Jul-1959;Boat;USA;No injury to occupant, shark rammed boat
23-Jul-1959;Provoked;USA;Gietel grabbed the shark's tail, the shark lacerated his right ankle PROVOKED INCIDENT
03-Jul-1959;Sea Disaster;CARIBBEAN SEA;FATAL X 2, 8 others missing. Survivors fought off sharks & sharks seen biting 2 of the dead. The 39 survivors were rescued by the German freighter Essen
02-Jul-1959;Provoked;USA;Arm bitten when he grabbed sharkÆs tail  PROVOKED INCIDENT
Late Jul-1959;Boat;NORTH ATLANTIC OCEAN;No injury to occupant, shark bit propeller as Wade was refueling
Jul-1959;Unprovoked;MEXICO;FATAL, legs bitten 
Reported 26-Jun-1959;Unprovoked;TURKEY;Leg injured
14-Jun-1959;Unprovoked;MEXICO;FATAL
14-Jun-1959;Unprovoked;USA;FATAL, body not recovered
13-Jun-1959;Invalid;USA;Disappeared after diving in ôdeep holeö, body not recovered, ôpresumed taken by a sharkö 
30-May-1959;Provoked;SOUTH AFRICA;No injury, diver shot shark & it bit his speargun PROVOKED INCIDENT
16-May-1959;Unprovoked;USA;Minor injuries
07-May-1959;Unprovoked;USA;FATAL, left arm bitten, right arm partly severed, deep lacerations of left shoulder & chest 
03-May-1959;Unprovoked;USA;Lacerated hip & hands
May-1959;Unprovoked;MID ATLANTIC OCEAN;Leg bitten
27-Apr-1959;Invalid;AUSTRALIA;Thigh lacerated
11-Apr-1959;Unprovoked;AUSTRALIA;Left hand lacerated when he tried to ward off shark
09-Apr-1959;Unprovoked;USA;Survived
09-Apr-1959;Unprovoked;SOUTH AFRICA;2 toes bitten off 
05-Apr-1959;Unprovoked;AUSTRALIA;Swim fin bitten
29-Mar-1959;Unprovoked;USA;Bumped, then knee bitten
08-Mar-1959;Unprovoked;PHILIPPINES;FATAL, body not recovered
Mar-1959;Boat;USA;"Boat followed shark; shark holed boat"
28-Feb-1959;Boat;AUSTRALIA;No injury to occupants. Shark leapt into boat, momentarily pinning Crew against the side
27-Feb-1959;Unprovoked;VENEZUELA;Left arm bitten
16-Feb-1959;Provoked;PAPUA NEW GUINEA;Arm bitten by shark that he thought was dead PROVOKED INCIDENT
02-Feb-1959 Reported;Unprovoked;SOLOMON ISLANDS;FATAL, body not recovered
01-Feb-1959;Unprovoked;SOUTH AFRICA;Leg severed below knee
31-Jan-1959;Unprovoked;AUSTRALIA;SharkÆs tail grazed his shin
27-Jan-1959;Unprovoked;ECUADOR;Right leg & left foot lacerated
25-Jan-1959;Unprovoked;AUSTRALIA;Thigh bitten
17-Jan-1959;Unprovoked;AUSTRALIA;FATAL
17-Jan-1959;Unprovoked;AUSTRALIA;Right foot & toe bitten
15-Jan-1959;Unprovoked;SOUTH AFRICA;Thigh & both wrists lacerated
12-Jan-1959;Unprovoked;NEW GUINEA;Left calf & right thigh bitten
02-Jan-1959;Unprovoked;MOZAMBIQUE;Suttie's lower abdomen was bitten, Murray disappeared (presumed drowned)
Jan-1959;Unprovoked;AUSTRALIA;Abrasion
Summer of 1959;Unprovoked;SOUTH KOREA;FATAL
Jul- to Sep-1959;Unprovoked;INDIA;5 people killed by sharks, 30 others injured
1959;Provoked;ATLANTIC OCEAN;Hooked shark bit his arm PROVOKED INCIDENT
1959;Unprovoked;PAPUA NEW GUINEA;Minor injuries
1959;Unprovoked;PAPUA NEW GUINEA;Minor injuries
1959;Unprovoked;PAPUA NEW GUINEA;FATAL, abdomen & leg bitten 
1959;Provoked;PAPUA NEW GUINEA;Penis bitten while trying to drag speared shark to beach PROVOKED INCIDENT
28-Dec-1958;Boat;TURKEY;Boat damaged
27-Dec-1958;Unprovoked;PAPUA NEW GUINEA;Hip bitten
23-Dec-1958;Unprovoked;SOUTH AFRICA;FATAL
13-Dec-1958;Unprovoked;USA;FATAL, leg severed  
12-Dec-1958;Unprovoked;AMERICAN SAMOA;FATAL, left thigh & hip bitten  
23-Nov-1958;Unprovoked;AUSTRALIA;FATAL
14-Nov-1958;Invalid;SOUTH AFRICA;No injury, shark leapt at him
Reported 07-Nov-1958;Unprovoked;PAPUA NEW GUINEA;FATAL, left arm & leg severed  
05-Nov-1958;Boat;USA;No injury to occupant, shark chasing barracuda tied to the stern rammed skiff & slashed the motor
12-Oct-1958;Unprovoked;USA;Left arm, hips & leg lacerated
05-Oct-1958;Unprovoked;USA;No injury
Oct-1958;Provoked;MEXICO;Shark turned & severed his leg PROVOKED INCIDENT
Oct-1958;Unprovoked;PAPUA NEW GUINEA;Leg & foot injured
13-Sep-1958;Unprovoked;ANDAMAN / NICOBAR ISLANDAS;FATAL, leg bitten 
06-Sep-1958;Unprovoked;BAHAMAS;Right forearm lacerated
01-Sep-1958;Provoked;USA;Bitten by harpooned shark PROVOKED INCIDENT
31-Aug-1958;Boat;MEXICO;Shark tried to bite prop twice
01-Aug-1958;Unprovoked;CROATIA;Leg injured
  Reported 31-Jul-1958;Unprovoked;MEXICO;FATAL
27-Jul-1958;Unprovoked;USA;3 lacerations on leg
27-Jul-1958;Unprovoked;USA;Left hand and  leg bitten, leg surgically amputated below hip
10-Jul-1958;Unprovoked;USA;FATAL  Autopsy report: bitten by shark while still alive
 08-Jul-1958;Unprovoked;KENYA;FATAL, leg severed 
04-Jul-1958;Sea Disaster;PACIFIC OCEAN;FATAL
04-Jul-1958;Sea Disaster;PACIFIC OCEAN;Left shoulder bitten 
02-Jul-1958;Provoked;USA;He grabbed shark, it bit his leg below the knee PROVOKED INCIDENT
01-Jul-1958;Unprovoked;PAPUA NEW GUINEA;FATAL, left arm severed 
Jul-1958;Unprovoked;BAHAMAS;No injury, shark went for diver's leg & missed, diver hit shark on head with speargun & shark bit speargun 
Jul-1958;Unprovoked;USA;Both were bitten on feet by sharks
26-Jun-1958;Provoked;USA;Right foot bitten when he walked into shark's head PROVOKED INCIDENT
24-Jun-1958;Unprovoked;USA;Lower left leg & foot bitten
17-Jun-1958;Provoked;USA;Thigh bitten PROVOKED INCIDENT
15-Jun-1958;Invalid;AUSTRALIA;Injuries caused by coral, not the  shark
Reported 02-Jun-1958;Invalid;SOUTH AFRICA;Injuries not caused by sharks
30-Apr-1958;Provoked;USA;Grabbed sharkÆs tail, shark bit his thigh PROVOKED INCIDENT
19-Apr-1958;Unprovoked;TAIWAN;Right cheek bitten
05-Apr-1958;Unprovoked;SOUTH AFRICA;FATAL
03-Apr-1958;Unprovoked;SOUTH AFRICA;FATAL, arm severed above elbow, abdomen & leg bitten  
Apr-1958;Unprovoked;PAPUA NEW GUINEA;Left forearm amputated
19-Feb-1958;Invalid;AUSTRALIA;Disappeared while diving, speargun recovered, 2 large sharks in vicinity.
01-Feb-1958;Provoked;USA;Chest bitten by speared shark PROVOKED INCIDENT
27-Jan-1958;Unprovoked;AUSTRALIA;Right leg lacerated
19-Jan-1958;Unprovoked;AUSTRALIA;Laceration to left ankle, heel and little toe
Reported 09-Jan-1958;Invalid;JAPAN;Torso recovered from 206-lb shark
09-Jan-1958;Unprovoked;SOUTH AFRICA;FATAL
1958-1959;Provoked;TONGA;Calf avulsed by shark he was holding by the tail PROVOKED INCIDENT
1958;Provoked;SAMOA;Hand lacerated PROVOKED INCIDENT
1958;Provoked;PANAMA;Boy seized shark by its tail, shark bit boyÆs forearm  PROVOKED INCIDENT
1958;Unprovoked;PAPUA NEW GUINEA;FATAL
1958;Unprovoked;PAPUA NEW GUINEA;FATAL, back & buttocks bitten 
1958;Unprovoked;PAPUA NEW GUINEA;FATAL, severe abdominal injuries 
1958;Unprovoked;PAPUA NEW GUINEA;Hand holding the fish was bitten in all 3 cases
1958;Boat;SOUTH AFRICA;"No injury to occupants; shark bit propeller"
Circa 1958;Unprovoked;SOUTH AFRICA;FATAL, right leg severed above knee  
31-Dec-1957;Unprovoked;AUSTRALIA;No injury. Shark grabbed fish attached to his belt & towed him seaward.  
30-Dec-1957;Unprovoked;SOUTH AFRICA;Left arm severed, torso bitten, thigh lacerated, many abrasions
26-Dec-1957;Unprovoked;SOUTH AFRICA;Lacerations on head & neck
23-Dec-1957;Unprovoked;SOUTH AFRICA;FATAL, right arm broken & stripped of flesh, left hand severed above wrist, lower abdomen, buttocks & thigh bitten  
20-Dec-1957;Unprovoked;SOUTH AFRICA;FATAL, multiple, severe injuries  
18-Dec-1957;Unprovoked;SOUTH AFRICA;Left leg severed at knee, part of left thigh removed
08-Nov-1957;Sea Disaster;PACIFIC OCEAN;Navy personnel recovered 19 shark-scavenged bodies
Reported 04-Nov-1957;Boat;AUSTRALIA;No injury, shark's teeth embedded in boat
24-Oct-1957;Unprovoked;SOLOMON ISLANDS;FATAL
23-Oct-1957;Unprovoked;SOLOMON ISLANDS;FATAL
02-Sep-1957;Unprovoked;MARSHALL ISLANDS;Survived
Aug-1957;Provoked;USA;Legs bitten PROVOKED INCIDENT
24-Jul-1957;Provoked;USA;Diver jabbed shark with spear and it make a threat display. No injury PROVOKED INCIDENT
15-Jul-1957;Unprovoked;USA;FATAL, knee bitten  
09-Jul-1957;Unprovoked;AUSTRALIA;Right hand and arm bitten
21-Jun-1957;Invalid;CUBA;No injury, no attack, sharks in vicinity when the sea was calm
11-May-1957;Unprovoked;AUSTRALIA;Thigh bitten & few lacerations on abdomen & buttock
Reported 07-May-1957;Unprovoked;SOLOMON ISLANDS;Legs nipped & he bit shark's snout
May 1957;Unprovoked;USA;Leg lacerated
28-Apr-1957;Unprovoked;USA;FATAL, seen with arm in mouth of shark. Body not recovered.  
23-Apr-1957;Unprovoked;AUSTRALIA;Minor injuries
22-Apr-1957;Provoked;USA;Ankle injured by shark trapped in pool as it tried to get out PROVOKED INCIDENT  
13-Apr-1957;Unprovoked;AUSTRALIA;Left arm bitten, surgically amputated
07-Apr-1957;Unprovoked;PAPUA NEW GUINEA;Injured while Sonieva was transferred to another canoe
07-Apr-1957;Unprovoked;SOLOMON ISLANDS;Leg severed
24-Feb-1957;Unprovoked;FIJI;Right arm & forearm injured
05-Feb-1957;Unprovoked;USA;Foot bitten
02-Feb-1957;Unprovoked;AUSTRALIA;Man landed at Cape LevΩque lighthouse in critical condition after being bitten by a shark. Not known if he survived.
Feb-1957;Unprovoked;USA;Minor injuries
05-Jan-1957;Unprovoked;SOUTH AFRICA;FATAL
1957;Invalid;SRI LANKA;FATAL, but shark involvement not confirmed
1957;Unprovoked;USA;Injured by shark
1957;Invalid;CUBA;FATAL, but was it an accident or infanticide?
1957;Boat;CUBA;No injury to occupant, shark stuck boat
1957;Unprovoked;CUBA;FATAL, became entangled in fishing line and pulled below the surface 
1957;Unprovoked;USA;Shark struck helmet, no injury
1957;Unprovoked;FIJI;Right foot lacerated
1957;Unprovoked;IRAN;Survived
1957;Unprovoked;PAPUA NEW GUINEA;FATAL, multiple injuries 
1957;Unprovoked;IRAN;Survived
1957;Unprovoked;PAPUA NEW GUINEA;FATAL
26-Dec-1956;Unprovoked;PAPUA NEW GUINEA;FATAL, left leg severed at hip, left torso removed 
24-Dec-1956;Unprovoked;PAPUA NEW GUINEA;FATAL, left arm, shoulder & chest bitten 
Reported 15-Dec-1956;Unprovoked;GABON;FATAL
09-Dec-1956;Provoked;NEW ZEALAND;Bitten in cockpit of boat by shark caught 30 minutes earlier PROVOKED INCIDENT
27-Oct-1956;Unprovoked;SOUTH AFRICA;Right heel lacerated & swim fin removed by shark
20-Oct-1956;Unprovoked;PAPUA NEW GUINEA;Left forearm & hand bitten, surgically amputated 
07-Oct-1956;Unprovoked;SENEGAL;Right thigh bitten
Oct-1956;Unprovoked;PAPUA NEW GUINEA;FATAL
23-Sep-1956;Unprovoked;USA;Posterior left ankle bitten
Sep-1956;Unprovoked;MAYOTTE;FATAL
Sep-1956;Unprovoked;ITALY;Survived
25-Aug-1956;Unprovoked;PAPUA NEW GUINEA;FATAL, tissue removed from abdomen & thigh  
20-Aug-1956;Unprovoked;PAPUA NEW GUINEA;Leg bitten, but survived
Reported 15-Aug-1956;Unprovoked;USA;FATAL
15-Aug-1956;Provoked;AUSTRALIA;Laceration to arm when his dive buddy grabbed the shark PROVOKED INCIDENT
15-Aug-1956;Unprovoked;USA;Lacerated thigh, hand & shoulder
1-Aug-1956;Unprovoked;SOUTH AFRICA;No injury, right swim fin bitten
Aug-1956;Provoked;UNITED KINGDOM;FATAL, PROVOKED INCIDENT
Aug-1956;Provoked;UNITED KINGDOM;FATAL, PROVOKED INCIDENT
Aug-1956;Boat;MALTA;"No injury to occupants, but Emmanuel ""later died of shock in hospital"""
Aug-1956;Unprovoked;PAPUA NEW GUINEA;Leg severed, but survived
Aug-1956;Unprovoked;PAPUA NEW GUINEA;Leg & foot lacerated
28-Jul-1956;Provoked;USA;FATAL. His brother speared a shark which then attacked Jose & severed his leg at knee. PROVOKED INCIDENT  
26-Jul-1956;Provoked;USA;Finger bitten by hooked shark PROVOKED INCIDENT
20-Jul-1956;Unprovoked;MALTA;FATAL
17-Jul-1956;Unprovoked;USA;Lacerations to legs
12-Jul-1956;Unprovoked;USA;Arm & leg injured
28-Jun-1956;Unprovoked;AUSTRALIA;"6"" gashes in foot & leg "
 22-Jun-1956;Boating;PORTUGAL;FATAL. Shark sank fishing boat, causing death by drowning
20-Jun-1956;Sea Disaster;MID ATLANTIC OCEAN;FATAL x 6
Reported 26-May-1956;Boating;SOUTH AFRICA;No injury, sharks bit propellers, etc
07-May-1956;Unprovoked;CUBA;FATAL
May 1956;Unprovoked;AUSTRALIA;"""Badly bitten by shark"""
25-Mar-1956;Boating;ITALY;No details
11-Mar-1956;Unprovoked;AUSTRALIA;Right thigh gashed, swim fin torn
04-Mar-1956;Unprovoked;AUSTRALIA;FATAL
Mar-1956;Unprovoked;AUSTRALIA;No injury to diver, but shark bit hole in his wetsuit
26-Feb-1956;Unprovoked;AUSTRALIA;FATAL, large amount of tissue removed from leg, artery severed  
Reported 10-Feb-1956;Unprovoked;AUSTRALIA;Punctures to calves
Reported 16-Jan-1956;Unprovoked;AUSTRALIA;Lacerations to thighs
16-Jan-1956;Unprovoked;COSTA RICA;FATAL, leg severed 
05-Jan-1956;Unprovoked;AUSTRALIA;No injury, shark bumped his 17' ski
1956;Unprovoked;PAPUA NEW GUINEA;Lower leg & foot lacerated
1956;Unprovoked;GREECE;FATAL
1956;Provoked;USA;Punctures on shin & calf PROVOKED INCIDENT
1956;Unprovoked;USA;No details
1956;Unprovoked;PAPUA NEW GUINEA;Non-fatal, treated at Misima Hospital
1956;Unprovoked;PAPUA NEW GUINEA;Right calf bitten
1956;Unprovoked;PAPUA NEW GUINEA;FATAL, head & neck bitten  
Reported 31-Dec-1955;Boating;AUSTRALIA;No injury to occupants, shark gouged hull
11-Dec-1955;Boating;USA;No injury to occupants, shark released from net holed boat
16-Nov-1955;Unprovoked;PAPUA NEW GUINEA;Right thigh bitten
Nov-1955;Unprovoked;PAPUA NEW GUINEA;Right arm severely bitten
16-Oct-1955;Provoked;AUSTRALIA;Lassoed shark bit his hand PROVOKED INCIDENT
23-Sep-1955;Sea Disaster;NORTH PACIFIC OCEAN;FATAL
23-Sep-1955;Sea Disaster;NORTH PACIFIC OCEAN;Bitten several times before being rescued after 43 hours in the sea by the freighter Stell Advocate
20-Sep-1955;Unprovoked;USA;Arm bitten
04-Sep-1955;Unprovoked;USA;Dorsum of right foot lacerated
03-Sep-1955;Unprovoked;USA;Minor injury
30-Aug-1955;Unprovoked;JAPAN;FATAL
30-Aug-1955;Provoked;USA;Surfer grabbed shark, which turned & bit him and 2 lifeguards PROVOKED INCIDENT
26-Aug-1955;Unprovoked;CROATIA;FATAL
08-Aug-1955;Unprovoked;AMERICAN SAMOA;FATAL, abdomen bitten  
Reported 04-Aug-1955;Provoked;USA;Finger bitten by hooked shark PROVOKED INCIDENT
Aug-1955;Unprovoked;NORTH ATLANTIC OCEAN ;No injury
Aug-1955;Boating;AUSTRALIA;Whelan's head was injured when he fell to the deck as shark rammed boat
25-Jul-1955;Unprovoked;JAPAN;FATAL
